station,postcode,latitude,longitude,tlc,nlc,stanox,tiploc
Kenton,HA3 0AZ,51.5818003557774,-0.316980931439729,KNT,1399.0,72008,KTON
Kents Bank,LA11 7BG,54.1729054093687,-2.92522966091916,KBK,1966.0,11341,KTBK
Kettering,NN15 7HJ,52.3935545176702,-0.731562286498362,KET,1857.0,61009,KETR
Kew Bridge,TW8 9QS,51.4895116246216,-0.287107628746807,KWB,5593.0,87147,KEWBDGE
Kew Gardens,TW9 3BZ,51.477072104418,-0.285053592508935,KWG,5594.0,87136,KEWGRDN
Keyham,PL2 2BP,50.3898850279427,-4.17960014436056,KEY,3571.0,84201,KEYHAM
Keynsham,BS31 2BN,51.4179793371673,-2.49562926516013,KYN,3237.0,81507,KEYNSHM
Kidbrooke,SE3 9PL,51.462119544138,0.0274975396083066,KDB,5108.0,88417,KIDBROK
Kidderminster,DY10 1QZ,52.3844844182319,-2.23847102061862,KID,4581.0,65935,KDRMNST
Kidsgrove,ST7 1BX,53.0865673562592,-2.24481613020019,KDG,1229.0,43031,KIDSGRV
Kidwelly,SA17 4UH,51.7343471373279,-4.31698648595432,KWL,4132.0,79019,KIDWELY
Kilburn High Road,NW6 5UA,51.5372760823348,-0.19223749902172,KBN,1415.0,72313,KLBRNHR
Kildale,YO21 2RT,54.4777577195251,-1.06814353492044,KLD,7516.0,15512,KLDL
Kildonan,KW8 6HY,58.1708139378483,-3.869106899757,KIL,8652.0,01015,KILDONN
Kilgetty,SA68 0UF,51.7321124201271,-4.71515690991487,KGT,4083.0,80215,KILGETY
Kilmarnock,KA1 2AF,55.6121231268355,-4.4986858530535,KMK,9512.0,08712,KILMRNK
Kilmaurs,KA3 2QX,55.6372134791223,-4.53049149111498,KLM,9516.0,08704,KLMAURS
Kilpatrick,G60 5LX,55.9247068255317,-4.45341303169582,KPT,9960.0,06205,KLPTRCK
Kilwinning,KA13 6NT,55.65595701832,-4.71001981266824,KWN,9517.0,08105,KILWNNG
Kinbrace,KW11 6UB,58.2583172580373,-3.94120877219987,KBC,8653.0,01013,KINBRAC
King's Cross,N1 9AL,51.5308818372572,-0.122925992140273,KGX,6121.0,54311,KNGX
Kingham,OX7 6UP,51.9022505934887,-1.62878636541463,KGM,3008.0,74465,KINGHAM
Kinghorn,KY3 9RA,56.0693409891845,-3.1741546348497,KGH,9142.0,03283,KGHN
Kings Langley,WD4 8LF,51.7063548987943,-0.438421949624325,KGL,1392.0,71022,KLGL
Kings Lynn,PE30 1NX,52.7539216944381,0.403446572159957,KLN,7115.0,46220,KLYNN
Kings Norton,B30 3EG,52.4142921338481,-1.93232595881177,KNN,1109.0,66510,KNORTON
Kings Nympton,EX37 9EU,50.9360787660744,-3.90541152919904,KGN,5823.0,83231,KNYMPTN
Kings Park,G44 5UT,55.8195481899055,-4.24651792324437,KGP,9817.0,07235,KGPK
Kings Sutton,OX17 3RR,52.021351724736,-1.28093067938421,KGS,4508.0,69429,KINSSTN
Kingsknowe,EH14 2JX,55.9188170588835,-3.2649667584969,KGE,9217.0,04118,KNGW
Kingston,KT1 1UJ,51.4127500326661,-0.301165787207897,KNG,5565.0,87161,KGSTON
Kingswood,KT20 6EN,51.2947233580129,-0.211247560940773,KND,5366.0,87709,KGWD
Kingussie,PH21 1EN,57.0777865106214,-4.05219308955883,KIN,8655.0,01147,KGUSSIE
Kintbury,RG17 9UT,51.4025226383962,-1.44598899781522,KIT,3073.0,74805,KNTBRY
Kintore,AB51 0YP,57.243511,-2.350244,KTR,6597.0,02039,KINTORE
Kirby Cross,CO13 0LU,51.8413941608247,1.21499248023627,KBX,6862.0,50016,KIRBYX
Kirk Sandall,DN3 1LL,53.5638782270739,-1.07406113904487,KKS,6527.0,23026,KKSNDAL
Kirkby (Merseyside),L32 2AE,53.4861937342547,-2.90282966945297,KIR,2124.0,36050,KKBY
Kirkby Stephen,CA17 4LE,54.454859197973,-2.36859691968052,KSW,2057.0,09436,KSTP
Kirkby-in-Ashfield,NG17 8EJ,53.100099197503,-1.25305676108097,KKB,1867.0,56243,KRKYCEN
Kirkby-In-Furness,LA17 7UB,54.2327127968199,-3.1873762618024,KBF,1959.0,11223,KRKBYIF
Kirkcaldy,KY1 1YL,56.1120615348825,-3.16702889018985,KDY,9145.0,03272,KCLD
Kirkconnel,DG4 6NL,55.3883080753917,-3.99850114549999,KRK,9518.0,08841,KRKC
Kirkdale,L20 2BN,53.4409020953717,-2.98111730519243,KKD,2245.0,36057,KRKDALE
Kirkham and Wesham,PR4 3AA,53.7869182584274,-2.88294125388809,KKM,2668.0,30044,KIRKHAM
Kirkhill,G72 8NL,55.8139184572157,-4.16710560859231,KKH,9771.0,07551,KRKH
Kirknewton,EH27 8BP,55.888694738491,-3.43251223275665,KKN,9230.0,04112,KRKNWTN
Kirkstall Forge,LS5 3NF,53.8237207056284,-1.62247944749869,KLF,6544.0,17140,KRKSLFR
Kirkwood,ML5 5RS,55.854193299799,-4.04839914533443,KWD,9766.0,07298,KRKWOOD
Kirton Lindsey,DN21 4BD,53.4848392729907,-0.593913439822044,KTL,6466.0,26004,KRTNLND
Kiveton Bridge,S26 8QP,53.340958304616,-1.26717948994662,KIV,6401.0,26609,KVTNBDG
Kiveton Park,S26 6PB,53.3367153672291,-1.23984462977862,KVP,6565.0,26591,KVTNPK
Knaresborough,HG5 9AA,54.009024528163,-1.47041631503097,KNA,8214.0,16113,KNRSBGH
Knebworth,SG3 6AT,51.8668534540605,-0.187288791814045,KBW,6088.0,53228,KNEBWTH
Knighton,LD7 1DT,52.3450758871025,-3.04219621337954,KNI,4206.0,79087,KNIGHTN
Knockholt,TN14 7HR,51.3457876200943,0.130847053987131,KCK,5109.0,89341,KNCKHLT
Knottingley,WF11 8ED,53.7065377325563,-1.25917827738971,KNO,8546.0,18022,KNTNGLY
Knucklas,LD7 1PN,52.3598648380342,-3.09687794796194,KNU,4228.0,79096,KNUCKLS
Knutsford,WA16 0PA,53.3017927386283,-2.37179093175857,KNF,2848.0,37221,KNUTSFD
Kyle Of Lochalsh,IV40 8AH,57.2797794370901,-5.71381439842642,KYL,8657.0,01071,KYLELSH
Ladybank,KY15 7JS,56.2737849038311,-3.12227569261322,LDY,9149.0,03221,LADYBNK
Ladywell,SE13 7XB,51.4562426489563,-0.0190406942469275,LAD,5057.0,88309,LDYW
Laindon,SS15 6AB,51.5675211845757,0.424288907848939,LAI,7445.0,51301,LAINDON
Lairg,IV27 4EX,58.0018345455927,-4.39988986444872,LRG,8658.0,01031,LAIRG
Lake,PO36 8PJ,50.6464770937633,-1.16634859044496,LKE,5504.0,86293,LAKEIOW
Lakenheath,IP27 9AD,52.4473981737658,0.535197604816679,LAK,7201.0,46266,LAKNHTH
Lamphey,SA17 5NR,51.6671927564176,-4.87325759551605,LAM,4084.0,80205,LAMPHEY
Lanark,ML11 7JP,55.6736117878189,-3.77329099536818,LNK,9710.0,07957,LANARK
Lancaster,LA1 5NW,54.0487328581851,-2.80745803982251,LAN,2685.0,11720,LANCSTR
Lancing,BN15 8AG,50.827082080019,-0.323109264830326,LAC,5275.0,87994,LNCG
Landywood,WS6 6JE,52.6565417562178,-2.02072793185577,LAW,1017.0,65513,LNDYW
Langbank,PA14 6PD,55.9245251560621,-4.5852756570507,LGB,9652.0,07130,LGBK
Langho,BB6 8EZ,53.804834121852,-2.44865934892391,LHO,2735.0,29145,LGHO
Langley,SL3 6DB,51.5080614793025,-0.541756169166767,LNY,3171.0,73816,LANGLEY
Langley Green,B69 4LZ,52.4938728263973,-2.004964286563,LGG,4607.0,65901,LGRN
Langley Mill,NG16 4AT,53.0180608236478,-1.33124450871379,LGM,1761.0,56524,LGML
Langside,G43 2JH,55.8211381451405,-4.27734104732889,LGS,9818.0,07581,LNSD
Langwathby,CA10 1NZ,54.6943600971583,-2.6636840914627,LGW,2058.0,09418,LWBY
Langwith-Whaley Thorns,NG20 9HS,53.2318405671435,-1.20934369005986,LAG,1871.0,28003,LGWITH
Lapford,EX17 6QU,50.8570070932109,-3.8106396135563,LAP,5824.0,83235,LAPFORD
Lapworth,B94 6JJ,52.3422521317217,-1.72569141656924,LPW,4595.0,66434,LAPWRTH
Larbert,FK5 4AN,56.0227085781322,-3.83058147522721,LBT,9876.0,05009,LARBERT
Largs,KA30 8AN,55.7927492986381,-4.86719878218223,LAR,9521.0,08221,LARGS
Larkhall,ML9 1DP,55.7386000297771,-3.97551250125101,LRH,9728.0,07496,LARKHAL
Laurencekirk,AB30 1BE,56.8363492391231,-2.46592591150427,LAU,8931.0,03001,LRNCKRK
Lawrence Hill,BS5 9JJ,51.4580137584908,-2.56443006698705,LWH,3225.0,81422,LAWRNCH
Layton (Lancs),FY2 0SX,53.835271147168,-3.02999096667225,LAY,2669.0,30027,LAYTON
Lazonby and Kirkoswald,CA10 1DL,54.7504394529169,-2.70320902444668,LZB,2059.0,09416,LAZKRKO
Lea Bridge,E10 7PG,51.5665461591988,-0.0366726102588346,LEB,6927.0,51933,LEABDGE
Lea Green,WA9 3BZ,53.4268123083684,-2.72497791246254,LEG,2339.0,35447,LEGR
Lea Hall,B33 8JU,52.4806441330582,-1.78601201300865,LEH,1133.0,65610,LEAHALL
Leagrave,LU4 9BA,51.9051580546992,-0.458502652895297,LEA,1534.0,62211,LEAGRVE
Lealholm,YO21 2AG,54.460591596632,-0.825715345522462,LHM,7925.0,15516,LEALHLM
Leamington Spa,CV31 3NS,52.2844912164467,-1.53621015936663,LMS,4597.0,69300,LMNGTNS
Leasowe,CH46 1QN,53.4080491153648,-3.09959423179954,LSW,2237.0,38009,LEASOWE
Leatherhead,KT22 7SQ,51.2988166518467,-0.333231977030243,LHD,5368.0,87685,LETHRHD
Ledbury,HR8 1AR,52.0452524386556,-2.4258606364339,LED,4784.0,67219,LDBURY
Lee,SE12 9JG,51.4497530810151,0.0134927898636663,LEE,5110.0,88453,LEEE
Leeds,LS1 4DY,53.7956274464893,-1.54802567392696,LDS,8487.0,17132,LEEDS
Leicester,LE2 0QB,52.6314253203989,-1.12527556604253,LEI,1947.0,59241,LESTER
Leigh (Kent),TN11 8RU,51.1938988021414,0.21049491687943,LIH,5294.0,87739,LEIGHK
Leigh-On-Sea,SS9 2ET,51.5412704804763,0.640411251824065,LES,7446.0,51013,LHONSEA
Leighton Buzzard,LU7 2LY,51.9163051871475,-0.677007376141064,LBZ,1373.0,70321,LTNBZRD
Lelant,TR26 3DS,50.1841314638968,-5.43654826901766,LEL,3539.0,85715,LELANT
Lelant Saltings,TR26 3DL,50.1787837573639,-5.44092738379503,LTS,3498.0,85716,LELANTS
Lenham,ME17 2HR,51.234483210726,0.707758977213742,LEN,5111.0,89407,LENHAM
Lenzie,G66 4UA,55.9213232741314,-4.15389136965366,LNZ,9955.0,06454,LENZIE
Leominster,HR6 8AR,52.2256846728456,-2.73034148133234,LEO,3620.0,76373,LEOMNST
Letchworth Garden City,SG6 3AN,51.9799626923486,-0.229264161103862,LET,6089.0,53104,LTCE
Leuchars (For St. Andrews),KY16 0AA,56.3751056580503,-2.89371351530403,LEU,9188.0,03203,LEUCHRS
Leven,KY8 4LQ,56.1923,-3.002,LEV,442.0,03214,LEVEN
Levenshulme,M19 3PJ,53.4441647894146,-2.19266993956898,LVM,2862.0,32516,LVHM
Lewes,BN7 2UP,50.870630276246,0.0113305158683365,LWS,5329.0,88221,LEWES
Lewisham,SE13 7RY,51.4656900573408,-0.0140244236065112,LEW,5051.0,88415,LEWISHM
Leyland,PR25 3NN,53.6988571904321,-2.68714549713853,LEY,2710.0,30162,LEYLAND
Leyton Midland Road,E10 6JT,51.5697236760642,-0.0080506351732793,LEM,7402.0,51551,LEYTNMR
Leytonstone High Road,E11 4RE,51.5635527790456,0.0084163908705251,LER,7403.0,51547,LYTNSHR
Lichfield City,WS13 6HX,52.6801478620555,-1.82541989750681,LIC,1177.0,65316,LCHC
Lichfield Trent Valley,WS13 6HE,52.6868952959191,-1.80022909556863,LTV,1291.0,65311,LCHTTVL
Lidlington,MK43 0SA,52.0415356939786,-0.558928400993178,LID,1579.0,62047,LDLNGTN
Limehouse,E14 7JD,51.5125350543271,-0.0398028674833795,LHS,7491.0,52705,LIMHSE
Lincoln,LN5 7EW,53.2260863916889,-0.539921946842763,LCN,6340.0,44038,LINCLNC
Lingfield,RH7 6EF,51.1764510669803,-0.0071646303479837,LFD,5369.0,87755,LINGFLD
Lingwood,NR13 4AU,52.6220979078982,1.48994432206121,LGD,7305.0,48058,LGWOOD
Linlithgow,EH49 7DH,55.9764564743144,-3.59585283069613,LIN,9438.0,05119,LNLTHGW
Liphook,GU30 7DR,51.0713158175337,-0.800228494413842,LIP,5634.0,87064,LIPHOOK
Liskeard,PL14 4DX,50.4468702130789,-4.46957612946015,LSK,3573.0,84411,LISKARD
Liss,GU33 7AA,51.0435708255739,-0.892867192382383,LIS,5635.0,87065,LISS
Lisvane and Thornhill,CF14 0UE,51.5445823857945,-3.18560235831826,LVT,3853.0,78376,LTHH
Little Kimble,HP17 0XP,51.7522314464846,-0.808452428620359,LTK,3066.0,73521,LTLKMBL
Little Sutton,CH66 1PA,53.2855179707172,-2.94329286779545,LTT,2156.0,38314,LTLSUTN
Littleborough,OL15 8AR,53.6429969919746,-2.09465161657675,LTL,2661.0,31037,LITLBRO
Littlehampton,BN17 5BS,50.8101080667257,-0.545994825386246,LIT,5260.0,86471,LTLHMPT
Littlehaven,RH12 4PB,51.0797500195687,-0.307980536519452,LVN,5498.0,87936,LHVN
Littleport,CB6 1JL,52.462378341506,0.316559220116956,LTP,7072.0,46259,LTLPORT
Liverpool Central,L1 1JT,53.4046029237222,-2.97916860087885,LVC,2242.0,36080,LVRPLCH
Liverpool James Street,L2 7PQ,53.4047670234029,-2.99195813601943,LVJ,2244.0,38184,JAMESST
Liverpool Lime Street,L1 1JD,53.4073114186473,-2.97772651937647,LIV,2246.0,36151,LVRPLSH
Liverpool South Parkway,L19 5NE,53.3577470027976,-2.8891432523966,LPY,9709.0,36091,LVRPSPY
Liverpool Street,EC2M 7PY,51.5179894594345,-0.0814260256571922,LST,6965.0,52741,LIVST
Livingston North,EH54 7EE,55.9013876748964,-3.54435153732544,LSN,9371.0,04025,LVNSTNN
Livingston South,EH54 9AP,55.8716969795193,-3.50156981615429,LVG,9372.0,04102,LVNSTNS
Llanaber,LL42 1AZ,52.7415079353804,-4.07717664016112,LLA,4327.0,64415,LNAB
Llanbedr,LL45 2LR,52.8208559305805,-4.11019832879094,LBR,4356.0,64418,LBDR
Llanbister Road,LD1 5UW,52.3364286267864,-3.21342132721638,LLT,4226.0,79094,LLBSTRD
Llanbradach,CF83 3NE,51.6032594983474,-3.23304815296668,LNB,4018.0,78369,LLBRDCH
Llandaf,CF14 2FG,51.5084420485035,-3.2286128720143,LLN,3844.0,78410,LLANDAF
Llandanwg,LL46 2SB,52.836166794295,-4.12385762058403,LDN,4460.0,64420,LNDW
Llandecwyn,LL47 6YL,52.9206897357095,-4.05703556984347,LLC,4334.0,64426,LNDC
Llandeilo,SA19 6ND,51.8853491383229,-3.9868906676991,LLL,4248.0,79074,LLDEILO
Llandovery,SA20 0BG,51.9953169669631,-3.80282964304508,LLV,4059.0,79077,LLDVERY
Llandrindod,LD1 5BB,52.2423634801625,-3.37913857358459,LLO,4227.0,79081,LLDODW
Llandudno,LL30 2AF,53.3209209897034,-3.82700196660637,LLD,2484.0,40046,LUDO
Llandudno Junction,LL31 9NB,53.2839483351497,-3.80910263762492,LLJ,2485.0,40050,LANDUDJ
Llandybie,SA18 3UN,51.8210402958666,-4.00364813852215,LLI,4247.0,79072,LLDYBIE
Llanelli,SA15 2RN,51.6738717587635,-4.1613044288107,LLE,4133.0,79040,LLNLLI
Llanfairfechan,LL33 0BP,53.2572920986596,-3.9832034597963,LLF,2488.0,40037,LANFRFC
Llanfairpwll,LL61 5UJ,53.2209501799687,-4.20921630091034,LPG,2467.0,40030,LFPW
Llangadog,SA19 9LU,51.9402176978319,-3.89314785075551,LLG,4060.0,79075,LLGADOG
Llangammarch,LD4 4EE,52.1143025095964,-3.55481726360199,LLM,4162.0,79083,LLGMMRW
Llangennech,SA14 8UY,51.6911411087195,-4.07893028981134,LLH,4138.0,79056,LLGNNCH
Llangynllo,LD7 1SY,52.3496286034301,-3.16136974810856,LGO,4207.0,79095,LLGUNLO
Llanharan,CF72 9QA,51.5375896600611,-3.44077892656191,LLR,9925.0,78615,LLHARAN
Llanhilleth,NP13 2HT,51.7003043478287,-3.13518812842474,LTH,9916.0,76640,LLHLETH
Llanishen,CF14 5UW,51.5327497254607,-3.18197889233177,LLS,3847.0,78378,LLISHEN
Llanrwst,LL26 0AD,53.1388547420512,-3.79440182738638,LWR,2457.0,40059,LNRWST
Llansamlet,SA7 9RY,51.6615072357178,-3.8846860505603,LAS,4223.0,79324,LLNSMLT
Llantwit Major,CF61 1ST,51.4097517458929,-3.4816178409499,LWM,9699.0,78915,LLNWTMR
Llanwrda,SA19 8EH,51.9625913490845,-3.87167467928183,LNR,4061.0,79076,LLWRDA
Llanwrtyd,LD5 4RW,52.1047151192971,-3.63216406997936,LNW,4163.0,79082,LLWRTYW
Llwyngwril,LL37 2JS,52.666786421808,-4.08767986529343,LLW,4421.0,64412,LYNGRIL
Llwynypia,CF40 2JJ,51.6340065052689,-3.4535140981772,LLY,3852.0,78010,LLWYNYP
Loch Awe,PA33 1AQ,56.4020223859925,-5.04197674438731,LHA,8712.0,06051,LOCHAWE
Loch Eil Outward Bound,PH33 7NN,56.855274245876,-5.191577978281,LHE,8846.0,06014,LCEILOB
Lochailort,PH38 4LZ,56.8809705350422,-5.66339666475485,LCL,8829.0,06006,LCHALRT
Locheilside,PH33 7PN,56.8554135535901,-5.29003796103709,LCS,8830.0,06009,LCHESDE
Lochgelly,KY5 9EP,56.1353333210182,-3.31294033588271,LCG,9156.0,03249,LCHGLLY
Lochluichart,IV23 2PZ,57.6217627878108,-4.8090500523151,LCC,8660.0,01082,LCHLCHR
Lochwinnoch,PA12 4JF,55.7871616436763,-4.6160764250664,LHW,9655.0,07101,LCHWNCH
Lockerbie,DG11 2HA,55.1230568805651,-3.3535334312036,LOC,9614.0,07981,LCKRBIE
Lockwood,HD1 3UB,53.6347345225096,-1.80079094933621,LCK,8443.0,18487,LKWD
London Bridge,SE1 3QX,51.5050174772731,-0.0860920864342872,LBG,5148.0,87601,LNDNBDG
London Fields,E8 3PH,51.5411513732358,-0.057753374447073,LOF,6966.0,52737,LONFLDS
London Road (Brighton),BN1 4QS,50.8366614163988,-0.136502344765958,LRB,5281.0,88141,BRGHLRD
London Road (Guildford),GU1 4DQ,51.2406489245582,-0.565068976035238,LRD,5632.0,87068,LRDGFD
Long Buckby,NN6 7QA,52.2947163006694,-1.08646687630919,LBK,1067.0,70091,LNGBKBY
Long Eaton,NG10 3GS,52.884988165307,-1.28752063442112,LGE,1829.0,56596,LNGEATN
Long Preston,BD23 4NH,54.016839303964,-2.25559226875526,LPR,2657.0,09525,LPRESTN
Longbeck,TS11 6HD,54.589218153324,-1.03047296803867,LGK,7978.0,15666,LONGBCK
Longbridge,B31 2TW,52.3964197467346,-1.98129177075276,LOB,1110.0,66519,LONB
Longcross,GU25 4JR,51.3851721057024,-0.594570008377892,LNG,5674.0,87105,LNGCROS
Longfield,DA3 7QA,51.3961530395142,0.300364140906621,LGF,5114.0,88487,LGFD
Longniddry,EH32 0LS,55.9764873641885,-2.8883435125611,LND,9354.0,04817,LNGNDRY
Longport,ST6 4ND,53.0418836701973,-2.21644813555906,LPT,1305.0,43044,LNGP
Longton,ST3 1EZ,52.9899545614389,-2.13701083240356,LGN,1306.0,43501,LNTN
Looe,PL13 1HN,50.3592309494992,-4.45616480432356,LOO,3574.0,84421,LOOE
Lostock,BL6 4JP,53.5729295419805,-2.49426644829891,LOT,2598.0,30330,LOSTCKP
Lostock Gralam,CW9 7NU,53.2676670182512,-2.46520332987929,LTG,2307.0,37209,LSTG
Lostock Hall,PR5 5NF,53.7242471362983,-2.68748374608567,LOH,2689.0,30142,LSTH
Lostwithiel,PL22 0EW,50.4071837276406,-4.66596695411252,LOS,3517.0,85101,LSTWTHL
Loughborough,LE11 1EX,52.7789547910719,-1.19592860893181,LBO,1897.0,59002,LOGHBRO
Loughborough Junction,SW9 8SA,51.466296106804,-0.102182083841814,LGJ,5082.0,87247,LBGHJN
Low Moor,BD12 7BD,53.7499281923488,-1.75340404850532,LMR,8416.0,18461,LOWMOOR
Lowdham,NG14 7DU,53.0062848337112,-0.998419089393871,LOW,6202.0,55501,LOWDHAM
Lower Sydenham,SE26 5BN,51.4248291111835,-0.0333454872146574,LSY,5053.0,88313,LSYDNHM
Lowestoft,NR32 2EG,52.4744331918507,1.74970769013355,LWT,7268.0,48104,LOWSTFT
Ludlow,SY8 2PQ,52.3712810488116,-2.7162172322445,LUD,3635.0,76377,LUDLOW
Luton,LU1 2LT,51.8823038393126,-0.414040220732381,LUT,1536.0,62400,LUTON
Luton Airport Parkway,LU1 3JW,51.8724365153574,-0.395881015266052,LTN,3645.0,62410,LUTOAPY
Luxulyan,PL31 2NW,50.3900414353619,-4.74738511553918,LUX,3518.0,85225,LUXULYN
Lydney,GL15 5EW,51.7141382447785,-2.53086403423987,LYD,4826.0,76072,LYDNEY
Lye (West Midlands),DY9 8ES,52.4599238991066,-2.11592950338778,LYE,4640.0,65929,LYEE
Lymington Pier,SO41 5ZE,50.7583012438964,-1.52944705491441,LYP,5892.0,86908,LMTNPIR
Lymington Town,SO41 9AZ,50.7609130065613,-1.53716213304469,LYT,5887.0,86907,LMTNTWN
Lympstone Commando,EX8 5AA,50.6622413631171,-3.4408403542821,LYC,5762.0,83473,LYMPSTC
Lympstone Village,EX8 5JW,50.6482969875504,-3.43100725046298,LYM,5761.0,83474,LYMPSTN
Lytham,FY8 5NJ,53.7392843398145,-2.96404013142963,LTM,2670.0,30038,LYTHAM
Macclesfield,SK11 6JP,53.2593437076928,-2.12198203578772,MAC,2871.0,32571,MACLSFD
Machynlleth,SY20 8BL,52.5951412329206,-3.85452825731662,MCN,4422.0,64317,MCHYNLT
Maesteg,CF34 9BL,51.6099426162926,-3.65464631854253,MST,3963.0,79828,MAESTGW
Maesteg (Ewenny Road),CF34 9TS,51.6053462827399,-3.64899165133724,MEW,3962.0,79825,MAESTER
Maghull,L31 3DE,53.5064731023933,-2.93085339779366,MAG,2155.0,36013,MAGHULL
Maghull North,L31 1BB,53.5166594059398,-2.92130383488463,MNS,6576.0,36014,MAGHNTH
Maiden Newton,DT2 0AE,50.7800087193215,-2.56942995841225,MDN,5853.0,82316,MDNNWTN
Maidenhead,SL6 1EW,51.5186684511975,-0.72266053262037,MAI,3147.0,74005,MDNHEAD
Maidstone Barracks,ME16 0SQ,51.277166918507,0.513960134663088,MDB,5237.0,89313,MSTONEB
Maidstone East,ME14 1QN,51.2778275356103,0.521295045225559,MDE,5115.0,89403,MSTONEE
Maidstone West,ME16 8RJ,51.2704636238475,0.515773417339359,MDW,5222.0,89315,MSTONEW
Malden Manor,KT3 5PN,51.3847287183982,-0.261273984325617,MAL,5599.0,87400,MALDENM
Mallaig,PH41 4QA,57.0059962124948,-5.82959836193118,MLG,8831.0,06001,MLAIG
Malton,YO17 9RD,54.1320756412877,-0.797222131663321,MLT,8164.0,16232,MALTON
Malvern Link,WR14 1SW,52.1254702810477,-2.31951185541362,MVL,4884.0,67209,MLVRNLK
Manchester Airport,M90 3RR,53.365043565225,-2.2729798230138,MIA,2961.0,32530,MNCRIAP
Manchester Oxford Road,M1 6FU,53.4740336683728,-2.24199570444878,MCO,2966.0,33087,MNCROXR
Manchester Piccadilly,M60 7RA,53.4773633625194,-2.23091019212988,MAN,2968.0,32000,MNCRPIC
Manchester United Football Ground,M16 0QG,53.4621952308483,-2.29065314132531,MUF,2996.0,33092,MNCRUFG
Manchester Victoria,M3 1WY,53.4874701876365,-2.24259973270971,MCV,2970.0,31510,MNCRVIC
Manea,PE15 0HG,52.4978368635232,0.177693657734854,MNE,7165.0,46215,MANEA
Manningtree,CO11 2LH,51.9490480908359,1.04523982068774,MNG,6856.0,49302,MANNGTR
Manor Park,E12 5EP,51.5524748769622,0.0463415353236368,MNP,6883.0,50431,MANRPK
Manor Road,CH47 3DF,53.3947811392292,-3.17143817708952,MNR,2253.0,38005,MNRD
Manorbier,SA70 7SN,51.6601642759115,-4.79183131735951,MRB,4094.0,80207,MNORBER
Manors,NE1 6UR,54.972765967882,-1.60474111247627,MAS,7603.0,12719,MANORS
Mansfield,NG18 5RN,53.1421011672879,-1.19843416202855,MFT,1727.0,56225,MFLDTWN
Mansfield Woodhouse,NG19 8DA,53.1635632829505,-1.20184860036279,MSW,1728.0,56221,MFLDWSE
March,PE15 8SJ,52.5598920216108,0.0911977438231965,MCH,7166.0,46206,MRCH
Marden (Kent),TN12 9HS,51.1751732917054,0.493169232841966,MRN,5223.0,89328,MARDEN
Margate,CT9 5AD,51.3854248794367,1.37200317607672,MAR,5018.0,89475,MARGATE
Market Harborough,LE16 7DT,52.4797216067899,-0.909332272457157,MHR,1909.0,59401,MRKTHRB
Market Rasen,LN8 3AQ,53.3839116005555,-0.336898818506559,MKR,6318.0,44043,MKTR
Markinch,KY7 6DH,56.2010188190245,-3.13078740638266,MNC,9160.0,03226,MKIN
Marks Tey,CO6 1EE,51.8809359573505,0.78332735554535,MKT,6863.0,50105,MRKSTEY
Marlow,SL7 1NT,51.5709929744456,-0.766430789500631,MLW,3021.0,74016,MARLOW
Marple,SK6 7DA,53.4006941877979,-2.05726356074569,MPL,2830.0,32553,MARPLE
Marsden (Yorks),HD7 6AX,53.6031876693812,-1.93075001404666,MSN,8445.0,18479,MRSN
Marsh Barton,EX2 8QE,50.704,-3.521,MBT,7779.0,83518,MSBTN
Marske,TS11 6JF,54.5874174187477,-1.01890978275156,MSK,7928.0,15668,MRSK
Marston Green,B37 7AB,52.4671901724747,-1.75560707926843,MGN,1034.0,69217,MRSTNGR
Martin Mill,CT15 5JZ,51.1706740018418,1.34821694134837,MTM,5040.0,89469,MMIL
Martins Heron,RG12 9TZ,51.4074111353184,-0.724396685798725,MAO,5692.0,87100,MHERON
Marton,TS7 9AP,54.5443434415772,-1.19848499884042,MTO,7947.0,15502,MARTON
Maryhill,G20 8HL,55.8976359415651,-4.30074607951477,MYH,9957.0,06233,MRYHILL
Maryland,E15 1SA,51.5460796500269,0.0058151274356518,MYL,6970.0,50438,MRYLAND
Marylebone,NW1 6JJ,51.5225224462334,-0.16291090658484,MYB,1475.0,63021,MARYLBN
Maryport,CA15 6DA,54.7113233780618,-3.49407505166417,MRY,1988.0,10023,MPRT
Matlock,DE4 3NA,53.1384084903689,-1.55891090288035,MAT,1581.0,57004,MATLOCK
Matlock Bath,DE4 5JA,53.1223550639504,-1.55675902935919,MTB,1582.0,57007,MATLCKB
Mauldeth Road,M14 6SQ,53.4330630367744,-2.20925151178998,MAU,2867.0,32527,MLDTHRD
Maxwell Park,G41 4DT,55.8377341195868,-4.28869285870876,MAX,9802.0,07587,MAXWLPK
Maybole,KA19 8DS,55.3547421526105,-4.68528992636832,MAY,9529.0,08639,MAYBOLE
Maze Hill,SE10 9XG,51.4826229447814,0.0029141239970161,MZH,5149.0,88435,MAZEH
Meadowhall,S9 1JQ,53.4174668842077,-1.41285161717926,MHS,6663.0,25316,MEADWHL
Meldreth,SG8 6JP,52.0907150422717,0.0089412095551421,MEL,7036.0,47248,MELDRTH
Melksham,SN12 8BN,51.3798247261646,-2.14449725059521,MKM,3346.0,75361,MELKSHM
Melton (Suffolk),IP12 1LT,52.1044351253859,1.33823651804569,MES,7221.0,49121,MELTON
Melton Mowbray,LE13 1AF,52.761030728011,-0.885869328388072,MMO,1851.0,59125,MLTNSDG
