station,postcode,latitude,longitude,tlc,nlc,stanox,tiploc
Garrowhill,G69 1AA,55.855243344443,-4.12946139753487,GAR,9904.0,06710,GARROWH
Garscadden,G14 0EY,55.887699912531,-4.36500554078304,GRS,9979.0,06350,GSCD
Garsdale,LA10 5PP,54.3214321652742,-2.32635383688291,GSD,2104.0,09440,GARSDLE
Garston (Hertfordshire),WD25 9RT,51.6866146882955,-0.381741213587884,GSN,1559.0,71038,GRSTH
Garswood,WN4 0SA,53.4885228462082,-2.67213496487047,GSW,2335.0,35395,GARW
Gartcosh,G69 8DF,55.8856655213683,-4.0794950329411,GRH,9723.0,06502,GRTCSH
Garth (Bridgend County),CF34 9HS,51.5964598445663,-3.64145068487318,GMG,3961.0,79824,GRTHMG
Garth (Powys),LD4 4AF,52.1332403844721,-3.52990778325094,GTH,4148.0,79084,GARTH
Garve,IV23 2QF,57.6130466094469,-4.6883963248569,GVE,8640.0,01083,GARVE
Gathurst,WN5 0LW,53.5594052283238,-2.69439359809359,GST,2397.0,35102,GATHRST
Gatley,SK8 4AE,53.3929065592229,-2.23123425803736,GTY,2953.0,32526,GATLEY
Gatwick Airport,RH6 0RD,51.1564892793918,-0.161041534688098,GTW,5416.0,87911,GTWK
Georgemas Junction,KW12 6HH,58.5136271736984,-3.45212085822396,GGJ,8641.0,01008,GRGMASJ
Gerrards Cross,SL9 8PP,51.5890222051815,-0.555275422196685,GER,3051.0,73499,GERRDSX
Gidea Park,RM2 6BX,51.5819019565528,0.205964300058707,GDP,6877.0,50334,GIDEAPK
Giffnock,G46 6JF,55.8039950697486,-4.29301520024745,GFN,9794.0,07233,GIFNOCK
Giggleswick,BD24 0EA,54.0618024962135,-2.30284801630944,GIG,2655.0,11567,GGLSWCK
Gilberdyke,HU15 2SU,53.7479630906218,-0.73224344785332,GBD,8117.0,19215,GLBRDYK
Gilfach Fargoed,CF81 8LT,51.6842528100711,-3.22656863026563,GFF,4022.0,78353,GLFCHFR
Gillingham (Dorset),SP8 4PZ,51.0340364196905,-2.27262400569309,GIL,5796.0,82332,GLHM
Gillingham (Kent),ME7 1XE,51.3865628367939,0.549849975746005,GLM,5169.0,89011,GLNGHMK
Gilshochill,G23 5LF,55.897343092772,-4.28268544801919,GSC,9956.0,06239,LAMBH
Gipsy Hill,SE19 1QL,51.4244515495985,-0.0838359193392377,GIP,5363.0,87624,GIPSYH
Girvan,KA26 9HF,55.246318566381,-4.84838258218449,GIR,9501.0,08646,GIRVAN
Glaisdale,YO21 2QL,54.4393809349983,-0.793787833434208,GLS,7921.0,15518,GLAISDL
Glan Conwy,LL28 5ED,53.2674259523784,-3.79772818382623,GCW,2454.0,40055,GLNCNWY
Glasgow Central,G1 3SL,55.8597611220755,-4.25764427147523,GLC,9813.0,07257,GLGC
Glasgow Queen Street,G1 2AF,55.8621932785207,-4.25145684628951,GLQ,9950.0,06401,GLGQHL
Glasshoughton,WF10 4TA,53.709043569431,-1.34200520311902,GLH,8360.0,17302,GLASHTN
Glazebrook,WA3 5BA,53.4283618664117,-2.45965774285801,GLZ,2301.0,36719,GLAZBRK
Gleneagles,PH3 1JL,56.2748538679223,-3.73116869415328,GLE,8715.0,03153,GLNEGLS
Glenfinnan,PH37 4LS,56.872409157321,-5.44962144461022,GLF,8828.0,06008,GLNFNNN
Glengarnock,KA14 3AT,55.7388933086603,-4.67450285410692,GLG,9503.0,08001,GLGN
Glenrothes with Thornton,KY1 4AE,56.1623603600939,-3.1430158601085,GLT,9301.0,03241,GLNRTHS
Glossop,SK13 8BS,53.4444712318736,-1.94907395313458,GLO,2895.0,32250,GLSP
Gloucester,GL1 1DE,51.8655605144798,-2.23848790484313,GCR,4760.0,68089,GLOSTER
Glynde,BN8 6RU,50.8591702144894,0.0700772878696409,GLY,5338.0,88242,GLYNDE
Gobowen,SY11 3JS,52.8935180650251,-3.03717308499659,GOB,4457.0,64111,GOBOWEN
Godalming,GU7 1EU,51.186585921505,-0.618862331615451,GOD,5629.0,87057,GDLMING
Godley,SK14 4DP,53.4517051977502,-2.05477260308077,GDL,2948.0,32226,GODLY
Godstone,RH9 8EU,51.2181558172133,-0.0500850012889198,GDN,5474.0,87734,GODSTON
Goldthorpe,S63 9BS,53.5341898861407,-1.31280778570287,GOE,8284.0,24004,GLDTHRP
Golf Street,DD7 7JG,56.4977965346615,-2.71954392312506,GOF,9096.0,03032,GOLFSTR
Golspie,KW10 6SZ,57.9714691985912,-3.98721576849113,GOL,8643.0,01024,GOLSPIE
Gomshall,GU5 9NX,51.2193975424127,-0.441852194682862,GOM,5298.0,87083,GOMSHAL
Goodmayes,IG3 9UH,51.5655770865087,0.110807067219603,GMY,6878.0,50412,GODMAYS
Goole,DN14 5DD,53.7049141368498,-0.874213506853866,GOO,8025.0,20002,GOOLE
Goostrey,CW4 8PJ,53.2225542420521,-2.32647062196789,GTR,1220.0,42002,GOOSTRY
Gordon Hill,EN2 0QU,51.6633336093912,-0.0946105124636726,GDH,6028.0,53248,GORDONH
Gorebridge,EH23 4JX,55.8402767826394,-3.04651587768389,GBG,6391.0,04710,GOREBRG
Goring and Streatley,RG8 0EP,51.5214929030435,-1.13304945602141,GOR,3033.0,74291,GORASTR
Goring-By-Sea,BN12 6NT,50.8177202058478,-0.433083115794079,GBS,5272.0,87997,GORNGBS
Gorton,M18 8QU,53.4690756762697,-2.16620966709274,GTO,2962.0,32055,GORTON
Gospel Oak,NW5 1LT,51.5553339798316,-0.150770187040439,GPO,1409.0,72419,GOSPLOK
Gourock,PA19 1QR,55.9623249558487,-4.81665893944356,GRK,9635.0,07011,GOUROCK
Gowerton,SA4 3AJ,51.6487303539145,-4.03593543599281,GWN,4131.0,79325,GOWERTN
Goxhill,DN19 7HS,53.6767016367335,-0.337120493015181,GOX,6206.0,21006,GOXHILL
Grange Park,N21 1RE,51.6426058069193,-0.097358506166751,GPK,6029.0,53303,GRPK
Grange-Over-Sands,LA11 6EH,54.1957250961186,-2.90274777085942,GOS,1965.0,11401,GOVS
Grangetown (Cardiff),CF11 8UY,51.4676150468125,-3.18972442860954,GTN,3839.0,78705,GNTN
Grantham,NG31 6BT,52.9064717738698,-0.642450315227216,GRA,6469.0,44421,GTHM
Grateley,SP11 7EB,51.1700600828741,-1.62077382846579,GRT,5514.0,86077,GRATELY
Gravelly Hill,B23 7NH,52.5149974472898,-1.85259861926897,GVH,1132.0,65608,GRAVLYH
Gravesend,DA11 0HP,51.441346011536,0.366642983401035,GRV,5172.0,88721,GRVSEND
Grays,RM17 6NQ,51.4762456345275,0.321832149858223,GRY,7443.0,51311,GRAYS
Great Ayton,TS9 6HR,54.4895711302537,-1.11534529939959,GTA,7922.0,15506,GTAYTON
Great Bentley,CO7 8LH,51.8517564056418,1.06515337310583,GRB,6855.0,50026,GTBNTLY
Great Chesterford,CB10 1NY,52.0598088541971,0.193521006507941,GRC,7032.0,47311,GTCHSFD
Great Coates,DN37 9NH,53.5757525817776,-0.130230465339355,GCT,6275.0,21033,GTCOATS
Great Malvern,WR14 3AL,52.1092007461802,-2.31827112619549,GMV,4892.0,67214,GTMLVRN
Great Missenden,HP16 9AZ,51.7035179982242,-0.709141096280644,GMN,1463.0,70360,GTMSNDN
Great Yarmouth,NR30 1SD,52.6121553184077,1.72088599357988,GYM,7328.0,48053,YARMTH
Green Lane,CH41 9AN,53.3832574656958,-3.01641526158589,GNL,2218.0,38202,GNLN
Green Road,LA18 5HR,54.244528737063,-3.24557141101891,GNR,1996.0,11215,GREENRD
Greenbank,CW9 7NJ,53.2514672060584,-2.53427100429322,GBK,2325.0,37073,GBNK
Greenfaulds,G67 2XJ,55.9352373330107,-3.99310087977674,GRL,9725.0,07303,GRNFLDS
Greenfield,OL3 7JZ,53.5388596318608,-2.01384369909123,GNF,2900.0,32107,GFLD
Greenford,UB6 8PX,51.5423301826924,-0.345837203687885,GFD,3136.0,73415,GFORD
Greenhithe for Bluewater,DA9 9NQ,51.4503695823852,0.280290118678753,GNH,5138.0,88699,GNHT
Greenock Central,PA15 1DH,55.9453458030869,-4.75263519677792,GKC,9681.0,07015,GRENCKC
Greenock West,PA15 1TE,55.9473421500839,-4.76783441808454,GKW,9682.0,07013,GRENCKW
Greenwich,SE10 8JQ,51.478133366978,-0.013339927226544,GNW,5146.0,88433,GNWH
Gretna Green,DG16 5HF,55.0010499904167,-3.06519852950793,GEA,9610.0,09085,GRETGRN
Grimsby Docks,DN31 3PB,53.5743199678321,-0.0756172875545137,GMD,6276.0,21134,GRMSBYD
Grimsby Town,DN31 1LY,53.5634269192435,-0.0869839520639892,GMB,6280.0,21122,GRMSBYT
Grindleford,S32 2HY,53.3055624866971,-1.62629684321943,GRN,2825.0,34022,GRNDLFD
Grosmont,YO22 5QE,54.4361127385958,-0.724965652276441,GMT,8155.0,15522,GROSMNT
Grove Park,SE12 0DZ,51.4308613774598,0.0217254815980876,GRP,5139.0,88481,GRVPK
Guide Bridge,M34 5HF,53.4746291381174,-2.11371083446596,GUI,2955.0,32210,GIDB
Guildford,GU1 4UT,51.2369694290095,-0.580425041311442,GLD,5631.0,87052,GUILDFD
Guiseley,LS20 8BX,53.8759354199738,-1.71508009314658,GSY,8567.0,17051,GUISELY
Gunnersbury,W4 4AN,51.491676370171,-0.275286434982196,GUN,5588.0,87138,GNRSBRY
Gunnislake,PL18 9DZ,50.5160873764122,-4.21940651718442,GSL,3563.0,84208,GUNISLK
Gunton,NR11 8UD,52.8663427403447,1.34911622990825,GNT,7299.0,48010,GUNTON
Gwersyllt,LL11 4LD,53.0725775216154,-3.01788857383521,GWE,4300.0,41031,GWRSYLT
Gypsy Lane,TS7 0DY,54.5328916495178,-1.17939215630242,GYP,7930.0,15503,GYPSYLA
Habrough,DN40 3AB,53.6060750257549,-0.269461323075939,HAB,6281.0,21021,HABRO
Hackbridge,SM6 7BJ,51.3778703391452,-0.153907557296679,HCB,5364.0,87667,HKBG
Hackney Central,E8 1LL,51.5471033371116,-0.05605761519121,HKC,6977.0,52044,HACKNYC
Hackney Downs,E8 1LA,51.5487558416146,-0.0608190190969979,HAC,6867.0,52736,HAKNYNM
Hackney Wick,E9 5TS,51.5434088064448,-0.0249198567732405,HKW,6978.0,52040,HACKNYW
Haddenham and Thame Parkway,HP17 8EP,51.7708550752323,-0.942137163541627,HDM,3053.0,69505,HADMATP
Haddiscoe,NR31 9JA,52.5287829223008,1.62300695115001,HAD,7300.0,48197,HADISCO
Hadfield,SK14 7AA,53.4607461868179,-1.96532069137142,HDF,2896.0,32255,HADFILD
Hadley Wood,EN4 0EL,51.6684954399645,-0.176172558385927,HDW,6075.0,54008,HADLYWD
Hag Fold,M46 9WX,53.5338545721892,-2.49482190837221,HGF,2585.0,35140,HAGFOLD
Haggerston,E8 4DY,51.5387038848962,-0.0756665511018363,HGG,1022.0,52078,HAGGERS
Hagley,DY9 0NX,52.4224915714766,-2.14641735922659,HAG,4577.0,65934,HAGLEY
Hairmyres,G75 8SW,55.7619706251142,-4.22001179037031,HMY,9810.0,07609,HARMYRS
Hale (Manchester),WA14 2UZ,53.37871974134,-2.34735707887452,HAL,2845.0,37224,HALE
Halesworth,IP19 8BZ,52.3468123386401,1.50566724409269,HAS,7266.0,49107,HALSWTH
Halewood,L26 0TH,53.3644822484192,-2.83013437129598,HED,2295.0,36704,HALW
Halifax,HX1 1QE,53.7209620544181,-1.85357493347212,HFX,8411.0,18464,HLFX
Hall Green,B28 8AA,52.4369106872099,-1.84565106858289,HLG,4521.0,66442,HLGN
Hall Road,L23 8TU,53.4974890539194,-3.04962755982687,HLR,2229.0,36066,HALLRD
Hall-I'-Th'-Wood,BL1 8UF,53.5974249930564,-2.41310999594702,HID,2572.0,29179,HITW
Halling,ME1 1BN,51.3524753935197,0.444931769399534,HAI,5173.0,89202,HALG
Haltwhistle,NE49 0AH,54.9678514502275,-2.46356531907909,HWH,7568.0,13305,HLTWHST
Ham Street,TN26 2DU,51.0683754548441,0.854506282072355,HMT,5037.0,89431,HMST
Hamble,SO31 4NL,50.8713750749217,-1.32916216397532,HME,5947.0,86222,HMBLE
Hamilton Central,ML3 6PB,55.7731983159363,-4.0388857141295,HNC,9726.0,07479,HAMLTNC
Hamilton West,ML3 0DA,55.7788645846798,-4.05480903727555,HNW,9727.0,07480,HAMLTNW
Hammerton,Y26 8DG,53.9963302971634,-1.28409568774822,HMM,8241.0,16118,HAMERTN
Hampden Park (Sussex),BN22 9ND,50.7964037646054,0.279355781887921,HMD,5450.0,88252,HMPDNPK
Hampstead Heath,NW3 2QD,51.5552087499737,-0.165705423537251,HDH,1413.0,72418,HMPSTDH
Hampton,TW12 2HU,51.4159332805517,-0.372118964249262,HMP,5560.0,87158,HAMPTON
Hampton Court,KT8 9AE,51.4025545250828,-0.342747730939869,HMC,5561.0,87181,HCRT
Hampton Wick,KT1 4DQ,51.4145232919642,-0.312489539027649,HMW,5589.0,87162,HAMWICK
Hampton-In-Arden,B92 0BJ,52.4290342253656,-1.69993074934828,HIA,1033.0,69213,HMPTNIA
Hamstead (Birmingham),B42 1NJ,52.531069889457,-1.9289779395104,HSD,1145.0,65669,HAMSTED
Hamworthy,BH16 5AA,50.7251934395072,-2.01935721018784,HAM,5940.0,86951,HMWTHY
Hanborough,OX29 8LA,51.8251586675452,-1.37352555785945,HND,3007.0,74451,HANDBRO
Handforth,SK9 3AB,53.3464951553287,-2.21363358276894,HTH,2767.0,32566,HNDFRTH
Hanwell,W7 3EB,51.5118337981012,-0.338583504755238,HAN,3191.0,73261,HANWELL
Hapton,BB12 7LG,53.7816162126783,-2.31691170077186,HPN,2557.0,29057,HAPTON
Harlech,LL46 2UL,52.8613335573465,-4.10919139634257,HRL,4458.0,64422,HRLC
Harlesden,NW10 7AA,51.5362878581776,-0.257667575799678,HDN,1521.0,72033,HARLSDN
Harling Road,NR16 2QP,52.4536867289203,0.909142231833124,HRD,7374.0,48521,HRLNGRD
Harlington (Bedfordshire),LU5 6LD,51.9620611815389,-0.495689942455639,HLN,1533.0,62203,HRLG
Harlow Mill,CM20 2EL,51.7903635492669,0.132307549909169,HWM,6804.0,47603,HRLWMIL
Harlow Town,CM20 2JD,51.7810684903414,0.0951317934868605,HWN,6827.0,47611,HRLWTWN
Harold Wood,RM3 0BL,51.5927640548293,0.233128597584999,HRO,6879.0,50333,HRLDWOD
Harpenden,AL5 4SP,51.8146437751381,-0.351480529620267,HPD,1543.0,62422,HRPNDN
Harrietsham,ME17 1JA,51.2448300347931,0.672399308718271,HRM,5140.0,89406,HRSM
Harringay,N4 1RE,51.5773567448582,-0.105136139047123,HGY,6012.0,54202,HRGY
Harringay Green Lanes,N4 1DR,51.5771806696452,-0.098143778306645,HRY,7401.0,51561,HRGYGL
Harrington,CA14 5QQ,54.6134885880049,-3.565515350674,HRR,2027.0,10057,HNGT
Harrogate,HG1 1TE,53.9931776989233,-1.5376079204885,HGT,8213.0,16102,HAGT
Harrow and Wealdstone,HA3 5BP,51.5921675321223,-0.33457147846876,HRW,1397.0,72007,HROW
Harrow-On-The-Hill,HA1 1BB,51.579184471159,-0.337225439219032,HOH,598.0,70381,HAROOTH
Hartford (Cheshire),CW8 1QX,53.2417607399611,-2.55362979154538,HTF,2230.0,37005,HARTFD
Hartlebury,DY10 4HB,52.3344969155012,-2.22111919263343,HBY,4579.0,65961,HBRY
Hartlepool,TS24 7ED,54.6867558547517,-1.20731631414055,HPL,8009.0,14225,HRTLEPL
Hartwood,ML7 7DU,55.8114851855931,-3.83932267619151,HTW,9246.0,07436,HRTW
Harwich International,CO12 4SR,51.9472857114404,1.25512425866301,HPQ,6902.0,49409,PRKSTON
Harwich Town,CO12 3NA,51.944141549483,1.28668168375527,HWC,6905.0,49422,HARWICH
Haslemere,GU27 2PE,51.0886476526168,-0.719162655679867,HSL,5633.0,87062,HASLEMR
Hassocks,BN6 8JD,50.924614335082,-0.145953060436374,HSK,5489.0,87973,HASOCKS
Hastings,TN34 1BA,50.8578932386026,0.576741777140467,HGS,5219.0,88285,HASTING
Hatch End,HA5 4HU,51.6094158356294,-0.368601442845824,HTE,1398.0,72005,HTCHEND
Hatfield (Herts),AL9 5AB,51.7638781481545,-0.215588611336329,HAT,6070.0,53501,HATFILD
Hatfield and Stainforth,DN7 4EQ,53.588715369983,-1.02337734015074,HFS,6528.0,23022,HTFLASF
Hatfield Peverel,CM3 2DX,51.779861704123,0.592123687236409,HAP,6845.0,50217,HFLPEVL
Hathersage,S32 1DT,53.3257741591574,-1.65171878780769,HSG,2826.0,34015,HATHRSG
Hattersley,SK14 3HG,53.4452841948788,-2.04031078957584,HTY,2604.0,32230,HATRSLY
Hatton,CV35 7LE,52.2952788704628,-1.67297532730639,HTN,4594.0,66436,HATTON
Havant,PO9 1PP,50.8544269692514,-0.981611527950092,HAV,5532.0,86341,HAVANT
Havenhouse,PE24 4AR,53.114466340323,0.273167403728549,HVN,6260.0,44228,HAVENHS
Haverfordwest,SA61 1TY,51.8026384131424,-4.96020453877437,HVF,4079.0,80122,HAVRFDW
Hawarden,CH5 1PY,53.1853618146971,-3.03208124084354,HWD,2428.0,41017,HAWARDN
Hawarden Bridge,CH5 1PY,53.2180772345693,-3.03271795160088,HWB,2146.0,39005,HAWDNBG
Hawkhead,PA2 7BB,55.8421957168704,-4.39885190900689,HKH,9634.0,07116,HWKHEAD
Haydon Bridge,NE47 6LL,54.9751777312745,-2.24758798745447,HDB,7569.0,13313,HYDB
Haydons Road,SW19 8SL,51.425446553852,-0.188814710581538,HYR,5289.0,87615,HYDNSRD
Hayes,BR2 7EN,51.3763321232389,0.0105567062139241,HYS,5050.0,88329,HAYS
Hayes and Harlington,UB3 4BX,51.5030945965267,-0.420683554973587,HAY,3186.0,73770,HAYESAH
Hayle,TR27 4NG,50.1855697972892,-5.41983779753694,HYL,3513.0,85702,HAYLE
Haymarket,EH12 5EY,55.9458113188022,-3.21845001667666,HYM,9419.0,04235,HAYMRKT
Haywards Heath,RH16 1DJ,51.0056801393227,-0.105077782185401,HHE,5490.0,87967,HYWRDSH
Hazel Grove,SK7 4EX,53.3775448908927,-2.12201962095665,HAZ,2768.0,32541,HAZL
Headbolt Lane,L32 1BG,53.49256,-2.880204,HBL,425.0,36051,HBOLTN
Headcorn,TN27 9SD,51.1657114899798,0.62748171317346,HCN,5220.0,89323,HEADCRN
Headingley,LS5 3LD,53.817974913036,-1.59418817772074,HDY,8498.0,17103,HEDNGLY
Headstone Lane,HA2 6NB,51.6026478723801,-0.357219842613383,HDL,1434.0,72006,HEDSTNL
Heald Green,SK8 3DY,53.3694176683483,-2.23666763361194,HDG,2860.0,32529,HLDG
Healing,DN37 7RY,53.5817975356706,-0.160629930021024,HLI,6283.0,21031,HEALING
Heath High Level,CF23 5QT,51.5164339089399,-3.18154198686081,HHL,3845.0,78380,HEATHHL
Heath Low Level,CF23 5QT,51.5156652992385,-3.1819688594128,HLL,3908.0,78391,HEATHLL
Heathrow Terminal 4,TW6 3AA,51.4582666803366,-0.445463475456846,HAF,7091.0,73777,HTRWTM4
Heathrow Terminal 5,TW6 2GA,51.4700516499841,-0.490589046493648,HWV,9846.0,73767,HTRWTM5
Heathrow Terminals 2 and 3 (Rail Station Only),TW6 1WD,51.4714047217375,-0.454332698147952,HXX,7090.0,73778,HTRWAPT
Heaton Chapel,SK4 4NX,53.4255617922317,-2.17904178739946,HTC,2861.0,32517,HTCP
Hebden Bridge,HX7 6JE,53.7375891074878,-2.00905895282527,HBD,8524.0,18449,HBDNBDG
Heckington,NG34 9UJ,52.9773165555413,-0.293944436525981,HEC,6220.0,44203,HCKNGTN
Hedge End,SO30 2RZ,50.9323199468244,-1.29450345192803,HDE,5893.0,86201,HEDGEND
Hednesford,WS12 1AZ,52.7101128723038,-2.0017781817904,HNF,1148.0,65511,HDNS
Heighington,DL5 6PX,54.5969613101369,-1.58176523630184,HEI,7887.0,15834,HGHNGTN
Helensburgh Central,G84 7QF,56.0042139816884,-4.73275902835107,HLC,9981.0,06109,HLNSBRC
Helensburgh Upper,G84 9LG,56.0123690830069,-4.72980522253607,HLU,9982.0,06108,HLNSBRU
Hellifield,BD23 4HN,54.0108643905963,-2.22784490372142,HLD,2656.0,09527,HELIFLD
Helmsdale,KW8 6HH,58.1174429368089,-3.65868830516351,HMS,8647.0,01016,HELMSDL
Helsby,WA6 0AE,53.275204192607,-2.77120704127457,HSB,2149.0,38384,HELSBY
Hemel Hempstead,HP3 9BQ,51.7423320859965,-0.490773823504814,HML,1391.0,71011,HEMLHMP
Hendon,NW4 4PT,51.5800666456672,-0.238674141977069,HEN,1522.0,63252,HDON
Hengoed,CF82 7LT,51.6474123820799,-3.22412849176671,HNG,4028.0,78359,HENGOED
Henley-In-Arden,B95 5JF,52.2914883891325,-1.78399122446648,HNL,4524.0,66445,HENLYIA
Henley-On-Thames,RG9 1AY,51.5341798680593,-0.900212251160192,HOT,3146.0,74029,HNLYOT
Hensall,DN14 0QN,53.6985449964893,-1.11451874887678,HEL,8129.0,18005,HENSALL
Hereford,HR1 1BB,52.0611649306944,-2.70821059283371,HFD,3607.0,76357,HEREFRD
Herne Bay,CT6 8PJ,51.3645894457159,1.11772576971111,HNB,5174.0,89483,HRNEBAY
Herne Hill,SE24 0JW,51.4533034982951,-0.102289173092426,HNH,5066.0,87249,HERNEH
Hersham,KT12 4SQ,51.3768109777442,-0.38995926444742,HER,5590.0,86003,HERSHAM
Hertford East,SG14 1SB,51.79903328866,-0.0729414289478025,HFE,6818.0,51702,HERTFDE
Hertford North,SG14 1NB,51.7988551590785,-0.0917885499098777,HFN,6085.0,53241,HFDN
Hessle,HU13 0EL,53.717437117902,-0.441823201601717,HES,8067.0,19195,HESSLE
Heswall,CH60 1XQ,53.3297203828618,-3.07370324963052,HSW,2138.0,38033,HESWALL
Hever,TN8 7ER,51.1814092725629,0.0950693234447488,HEV,5417.0,87762,HEVER
Heworth,NE10 0NE,54.9515690384988,-1.55576627270973,HEW,7766.0,13156,HEWORTH
Hexham,NE46 1EU,54.9734608263178,-2.09479483783758,HEX,7506.0,13316,HEXHAM
Heyford,OX6 8UL,51.9191907260692,-1.29927010488855,HYD,3194.0,74609,HEYFORD
Heysham Port,LA3 2XE,54.0331469127666,-2.91311479309024,HHB,2691.0,11611,HEYSHBR
High Brooms,TN2 3XE,51.1494027847788,0.277332197021297,HIB,5235.0,89372,HBROOMS
High Street (Glasgow),G1 1PZ,55.8595692117893,-4.2401189349675,HST,9909.0,06600,GLGHST
High Wycombe,HP13 6NN,51.6295854937759,-0.74540990085742,HWY,3054.0,73503,HWYCOMB
Higham,ME3 7JQ,51.4265566387064,0.466277692145075,HGM,5202.0,88755,HIGM
Highams Park,E4 9LA,51.6083484831836,-0.0002222705458914,HIP,6919.0,52732,HGHMSPK
Highbridge and Burnham,TA9 3BT,51.2181599423776,-2.97215391140668,HIG,3314.0,81915,HGHBRDG
Highbury and Islington,N5 1RA,51.546175622276,-0.103763719488265,HHY,6009.0,54293,HGHI
Hightown,L38 3RX,53.5251090861994,-3.0570684619595,HTO,2356.0,36065,HITN
Hildenborough,TN11 8LX,51.2144840631339,0.227589892605984,HLB,5236.0,89356,HLDNBRO
Hillfoot,G61 3PG,55.9200977103331,-4.3202751655763,HLF,9983.0,06303,HLFT
Hillington East,G52 2LL,55.8541877890155,-4.35501126249423,HLE,9676.0,07152,HLNGTNE
Hillington West,G52 4NQ,55.8560264873289,-4.37158104524555,HLW,9630.0,07150,HLNGTNW
Hillside,PR8 4QR,53.6221093412903,-3.02471688289934,HIL,2231.0,36061,HILLSID
Hilsea,PO3 5FT,50.8282766192001,-1.05879744025532,HLS,5539.0,86332,HILSEA
Hinchley Wood,KT10 0SR,51.3749971234045,-0.340524540803229,HYW,5591.0,87185,HNCHLYW
Hinckley (Leics),LE10 1UE,52.5349990527016,-1.37192335886396,HNK,1870.0,59318,HINCKLY
Hindley,WN2 2QJ,53.5422392531346,-2.57550202333731,HIN,2398.0,35123,HINDLEY
Hinton Admiral,BH23 7DW,50.7526411332476,-1.71412671392757,HNA,5880.0,86913,HINTONA
Hitchin,SG4 9UL,51.953281279841,-0.263480843436498,HIT,6086.0,53221,HITCHIN
Hither Green,SE13 5NF,51.4520235717711,-0.0009442526150699,HGR,5107.0,88451,HTHRGRN
Hockley,SS5 4BG,51.6035534327015,0.659001062344331,HOC,6880.0,50318,HOCKLEY
Hollingbourne,ME17 1TX,51.2651761643916,0.627848162122926,HBN,5141.0,89405,HBRN
Holmes Chapel,CW4 8AA,53.1989332075976,-2.35114010828274,HCH,1221.0,42004,HCHP
Holmwood,RH5 4RB,51.1811945265205,-0.320808988556383,HLM,5308.0,87937,HLMW
Holton Heath,BH16 6JT,50.7114102311529,-2.07784503922292,HOL,5941.0,86961,HOLTONH
Holyhead,LL65 2BT,53.3076896402725,-4.63100358836588,HHD,2437.0,40001,HLYH
Holytown,ML1 4HD,55.8129027286667,-3.97392977016935,HLY,9738.0,07397,HOLYTWN
Homerton,E9 5SB,51.5470104295826,-0.0423598361470777,HMN,6979.0,52042,HOMRTON
Honeybourne,WR11 6RD,52.1016016960106,-1.83374291643708,HYB,4794.0,67356,HONYBRN
Honiton,EX14 2DA,50.7965846524932,-3.18671840695303,HON,5717.0,83461,HONITON
Honley,HD9 6LD,53.6082295344319,-1.78096550280087,HOY,8436.0,18489,HONLEY
Honor Oak Park,SE23 1EB,51.4499873530386,-0.0455054546389545,HPA,5418.0,87628,HONROPK
Hook,RG27 9HS,51.2799981039743,-0.961635809058073,HOK,5523.0,86049,HOOK
Hooton,CH66 7NL,53.297201990999,-2.97700977752604,HOO,2193.0,38302,HOOTON
Hope (Derbyshire),S33 6RD,53.3461113196644,-1.72988691169154,HOP,2828.0,34010,HOPD
Hope (Flintshire),LL12 9NJ,53.1173607183527,-3.03687630153124,HPE,2432.0,41025,HOPC
Hopton Heath,SY7 0QD,52.3914189110453,-2.91206008319927,HPT,4189.0,79098,HOPTONH
Horden,SR8 4EA,54.763844,-1.307281,HRE,6604.0,13703,HORD
Horley,RH6 7NL,51.168773865309,-0.161053584005946,HOR,5365.0,87909,HORLEY
Hornbeam Park,HG2 8QT,53.9798697891916,-1.52682241426737,HBP,8212.0,16101,HRNBPK
Hornsey,N8 9DJ,51.5864594318361,-0.111975065291494,HRN,6015.0,54203,HRNSY
Horsforth,LS18 5NL,53.8477067224615,-1.6302285449828,HRS,8499.0,17105,HSFT
Horsham,RH12 1RD,51.0660637772242,-0.319269498076974,HRH,5309.0,87941,HORSHAM
Horsley,KT24 6QX,51.2793459823011,-0.435408675337,HSY,5562.0,87070,HRSLEY
Horton-In-Ribblesdale,BD24 0HH,54.1493880290593,-2.30203297896658,HIR,2105.0,09513,HTNRIBL
Horwich Parkway,BL6 6LB,53.5781083997492,-2.53966631191709,HWI,8720.0,30225,HORWICH
Hoscar,L40 4BL,53.5977710451049,-2.80442131383453,HSC,2399.0,35024,HOSCAR
Hough Green,WA8 7XU,53.3723941997311,-2.77506636802581,HGN,2303.0,36703,HOUGHGR
Hounslow,TW3 2DQ,51.4619450161616,-0.362276955867129,HOU,5563.0,87141,HOUNSLW
Hove,BN3 3RU,50.835214910836,-0.17068739881877,HOV,5273.0,88103,HOVE
Hoveton and Wroxham,NR12 8UR,52.71556725563,1.40799698529215,HXM,7327.0,48031,WROXHAM
How Wood (Hertfordshire),AL2 2NG,51.7177410023106,-0.344670453471928,HWW,1563.0,71034,HOWWOOD
Howden,DN14 7SE,53.7647110131002,-0.860463099241998,HOW,8071.0,19221,HOWDEN
Howwood (Renfrewshire),PA9 1AZ,55.8105698962886,-4.56305912597922,HOZ,1734.0,07102,HOWOOD
Hoxton,E2 8FF,51.5315100896576,-0.0756815762246096,HOX,1023.0,52080,HOXTON
